"REF_DATE","GEO","DGUID","Statistical measures","Long-run variables","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","5.7","A","","","1"
"2008","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","5.8","A","","","1"
"2009","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","6.2","A","","","1"
"2010","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","7.0","A","","","1"
"2011","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","7.7","A","","","1"
"2012","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","8.3","A","","","1"
"2013","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","8.0","A","","","1"
"2014","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","8.3","A","","","1"
"2015","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","8.4","A","","","1"
"2016","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","7.4","A","","","1"
"2000","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","25420.0","A","","","1"
"2001","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","27937.7","A","","","1"
"2002","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","28415.8","A","","","1"
"2003","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","29636.5","A","","","1"
"2004","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","30478.6","A","","","1"
"2005","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","31279.9","A","","","1"
"2006","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","33428.5","A","","","1"
"2007","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","33094.4","A","","","1"
"2008","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","36435.5","A","","","1"
"2009","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","35552.1","A","","","1"
"2010","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","37927.6","A","","","1"
"2011","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","39683.0","A","","","1"
"2012","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","40827.5","A","","","1"
"2013","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","41113.7","A","","","1"
"2014","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","42227.0","A","","","1"
"2015","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","43433.1","A","","","1"
"2016","Nunavut","2016A000262","Linked data","Household income per capita","Dollars","81","units","0","v1000000086","16.1.1","44920.2","A","","","1"
"2000","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","","..","","","1"
"2001","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","","..","","","1"
"2002","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","","..","","","1"
"2003","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","","..","","","1"
"2004","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","13.8","A","","","1"
"2005","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","12.5","A","","","1"
"2006","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","10.4","A","","","1"
"2007","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","8.5","A","","","1"
"2008","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","12.2","A","","","1"
"2009","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","13.0","A","","","1"
"2010","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","15.6","A","","","1"
"2011","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","17.5","A","","","1"
"2012","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","15.4","A","","","1"
"2013","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","14.2","A","","","1"
"2014","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","13.9","A","","","1"
"2015","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","16.1","A","","","1"
"2016","Nunavut","2016A000262","Linked data","Unemployment rate","Percent","239","units","0","v1014029349","16.1.7","15.1","A","","","1"


